Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
49.969,0.256,0.125,36.854,0.189,0.165,1.356,5.626,195.000,65.945,-1.877,90.336,2.618,-20.023,132.198,0.678,-198.318,1.017,0.265,2.105,3.027,0.035,-0.005,278.344,1.427,391.909,2.010,0.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,2.004,-0.253,201.663,0.231,-9.637
0.005,1.754,-0.360,201.264,0.303,-9.666
0.010,1.940,-0.295,202.006,0.249,-9.732
0.015,2.140,-0.420,201.637,0.158,-9.756
0.020,2.169,-0.339,201.830,0.061,-9.748
0.025,2.540,0.039,201.122,-0.046,-9.580
0.030,2.519,-0.505,201.362,-0.090,-9.717
0.035,2.620,-2.244,201.294,-0.075,-10.333
0.040,2.591,-2.389,201.201,-0.071,-10.372
0.045,2.559,-2.525,201.129,-0.066,-10.418
0.050,2.551,-2.665,200.983,-0.061,-10.466
0.055,2.572,-2.815,200.817,-0.056,-10.511
0.060,2.593,-2.970,200.717,-0.051,-10.563
0.065,2.585,-3.140,200.602,-0.045,-10.617
0.070,2.550,-3.322,200.511,-0.040,-10.668
0.075,2.515,-3.495,200.495,-0.035,-10.726
0.080,2.514,-3.675,200.484,-0.029,-10.779
0.085,2.538,-3.858,200.506,-0.024,-10.833
0.090,2.550,-4.046,200.581,-0.019,-10.896
0.095,2.520,-4.251,200.716,-0.013,-10.962
0.100,2.457,-4.470,200.818,-0.008,-11.028
0.105,2.400,-4.696,200.906,-0.005,-11.096
0.110,2.378,-4.944,200.978,-0.001,-11.169
0.115,2.386,-5.223,200.997,0.003,-11.239
0.120,2.390,-5.532,201.008,0.007,-11.313
0.125,2.374,-5.874,201.051,0.009,-11.388
0.130,2.351,-6.230,201.078,0.010,-11.453
0.135,2.349,-6.583,201.064,0.011,-11.511
0.140,2.377,-6.920,201.095,0.012,-11.570
0.145,2.415,-7.231,201.121,0.013,-11.625
0.150,2.435,-7.527,201.143,0.013,-11.677
0.155,2.431,-7.813,201.217,0.013,-11.734
0.160,2.414,-8.094,201.264,0.013,-11.790
0.165,2.403,-8.390,201.239,0.014,-11.845
0.170,2.402,-8.702,201.195,0.013,-11.906
0.175,2.398,-9.031,201.097,0.011,-11.974
0.180,2.390,-9.387,200.912,0.007,-12.041
0.185,2.393,-9.758,200.700,0.002,-12.105
0.190,2.429,-10.134,200.497,-0.004,-12.163
0.195,2.491,-10.517,200.303,-0.011,-12.215
0.200,2.556,-10.886,200.183,-0.019,-12.267
