Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
48.508,0.249,0.150,44.805,0.230,0.115,1.083,5.461,195.000,70.090,-3.208,96.014,1.456,-50.514,129.072,0.662,-274.765,1.409,0.245,2.003,3.726,0.070,-0.010,261.609,1.342,451.896,2.317,0.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.556,2046.178,5.424,1.667,1706.914,5.859,33.468,-4.751,83.420,-1.030,1.000,13.611,7.956,210.188,2.361,-2.093,-225.628,-128.678,40.000,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,0.749,-1.961,203.597,-1.652,-9.015
0.005,0.224,-2.162,202.974,-1.521,-9.026
0.010,0.592,-2.304,203.252,-1.594,-9.041
0.015,0.955,-2.436,202.814,-1.710,-9.026
0.020,0.991,-2.519,202.842,-1.748,-9.056
0.025,1.083,-3.158,203.375,-1.820,-9.252
0.030,1.220,-3.618,202.759,-1.840,-9.368
0.035,2.729,-7.791,202.184,-2.068,-10.450
0.040,2.824,-8.044,202.565,-2.081,-10.505
0.045,2.903,-8.308,202.971,-2.094,-10.565
0.050,2.938,-8.587,203.340,-2.103,-10.624
0.055,2.925,-8.894,203.705,-2.111,-10.677
0.060,2.864,-9.233,204.014,-2.117,-10.732
0.065,2.792,-9.602,204.304,-2.120,-10.788
0.070,2.725,-9.979,204.529,-2.122,-10.847
0.075,2.671,-10.348,204.689,-2.124,-10.899
0.080,2.616,-10.700,204.740,-2.128,-10.942
0.085,2.566,-11.029,204.734,-2.130,-10.982
0.090,2.532,-11.344,204.695,-2.133,-11.018
0.095,2.535,-11.644,204.640,-2.136,-11.056
0.100,2.573,-11.931,204.592,-2.140,-11.094
0.105,2.621,-12.200,204.532,-2.143,-11.131
0.110,2.660,-12.455,204.509,-2.145,-11.164
0.115,2.690,-12.691,204.454,-2.144,-11.192
0.120,2.730,-12.913,204.429,-2.145,-11.217
0.125,2.781,-13.116,204.393,-2.145,-11.238
0.130,2.839,-13.305,204.375,-2.145,-11.249
0.135,2.872,-13.464,204.345,-2.142,-11.254
0.140,2.883,-13.583,204.346,-2.139,-11.254
0.145,2.884,-13.650,204.370,-2.136,-11.243
0.150,2.908,-13.674,204.471,-2.130,-11.221
0.155,2.926,-13.664,204.648,-2.121,-11.198
0.160,2.902,-13.638,204.946,-2.109,-11.176
0.165,2.818,-13.611,205.321,-2.095,-11.146
0.170,2.710,-13.582,205.733,-2.078,-11.103
0.175,2.636,-13.530,206.135,-2.059,-11.055
0.180,2.629,-13.437,206.488,-2.037,-10.992
0.185,2.662,-13.304,206.782,-2.013,-10.924
0.190,2.693,-13.143,206.994,-1.987,-10.854
0.195,2.715,-12.968,207.131,-1.960,-10.777
0.200,2.761,-12.779,207.188,-1.930,-10.691
0.205,2.878,-12.563,207.141,-1.898,-10.591
0.210,3.073,-12.305,207.014,-1.864,-10.486
0.215,3.325,-12.007,206.863,-1.827,-10.368
0.220,3.582,-11.676,206.728,-1.786,-10.241
0.225,3.802,-11.310,206.662,-1.741,-10.105
0.230,3.957,-10.893,206.658,-1.693,-9.958
0.235,4.078,-10.409,206.730,-1.642,-9.795
0.240,4.225,-9.852,206.828,-1.586,-9.613
0.245,4.433,-9.237,206.988,-1.520,-9.417
0.250,4.639,-8.582,207.221,-1.442,-9.206
0.255,4.715,-7.904,207.520,-1.357,-8.987
0.260,4.600,-7.197,207.814,-1.262,-8.761
0.265,4.373,-6.449,208.051,-1.159,-8.521
0.270,4.179,-5.652,208.202,-1.044,-8.256
0.275,4.076,-4.828,208.279,-0.920,-7.976
0.280,3.977,-4.015,208.391,-0.791,-7.685
0.285,3.749,-3.273,208.787,-0.660,-7.382
0.290,3.329,-2.621,209.660,-0.528,-7.085
0.295,2.767,-2.050,211.219,-0.401,-6.823
0.300,2.181,-1.473,213.518,-0.283,-6.607
0.305,1.691,-0.756,216.526,-0.180,-6.417
0.310,1.372,0.159,220.076,-0.092,-6.248
0.315,1.216,1.189,224.073,-0.016,-6.114
0.320,1.154,2.094,228.303,0.044,-6.024
0.325,1.125,2.698,232.420,0.085,-5.964
0.330,1.187,3.012,235.935,0.106,-5.909
0.335,1.530,3.203,238.438,0.113,-5.814
0.340,2.267,3.413,239.770,0.103,-5.650
0.345,3.279,3.666,239.957,0.079,-5.459
0.350,4.259,3.925,239.288,0.033,-5.279
0.355,5.010,4.184,237.901,-0.036,-5.087
0.360,5.579,4.564,235.893,-0.130,-4.859
0.365,6.166,5.184,233.343,-0.245,-4.595
0.370,6.862,6.036,230.494,-0.382,-4.286
0.375,7.508,7.010,227.632,-0.538,-3.946
0.380,7.849,7.975,225.101,-0.712,-3.614
0.385,7.767,8.856,223.122,-0.896,-3.312
0.390,7.385,9.655,221.780,-1.083,-3.018
0.395,6.874,10.459,220.993,-1.262,-2.741
0.400,6.301,11.350,220.724,-1.431,-2.497
0.405,5.616,12.318,220.938,-1.581,-2.272
