Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
52.456,0.269,0.150,44.156,0.226,0.200,1.188,5.906,195.000,68.910,-3.773,94.397,1.970,-29.403,164.073,0.841,-193.692,0.993,0.290,2.437,2.913,0.035,-0.020,311.153,1.596,374.309,1.920,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,3.276,0.021,200.897,-0.953,-9.565
0.005,2.987,-0.047,200.842,-0.896,-9.639
0.010,2.894,-0.088,200.917,-0.898,-9.707
0.015,3.043,0.134,200.528,-0.976,-9.608
0.020,3.293,0.329,201.118,-1.010,-9.500
0.025,3.038,0.286,200.704,-0.987,-9.478
0.030,2.798,0.274,201.459,-0.932,-9.419
0.035,2.673,-0.489,201.018,-0.814,-9.714
0.040,3.425,-5.479,199.711,-0.939,-11.127
0.045,3.444,-5.829,199.684,-0.951,-11.191
0.050,3.492,-6.172,199.723,-0.965,-11.257
0.055,3.556,-6.497,199.837,-0.981,-11.321
0.060,3.635,-6.796,200.020,-0.998,-11.381
0.065,3.725,-7.069,200.280,-1.015,-11.435
0.070,3.824,-7.331,200.598,-1.030,-11.480
0.075,3.922,-7.598,200.965,-1.045,-11.521
0.080,3.995,-7.878,201.371,-1.058,-11.565
0.085,4.035,-8.178,201.777,-1.068,-11.611
0.090,4.038,-8.488,202.129,-1.076,-11.651
0.095,4.028,-8.802,202.387,-1.082,-11.688
0.100,4.016,-9.113,202.558,-1.087,-11.725
0.105,4.006,-9.418,202.643,-1.091,-11.761
0.110,3.994,-9.712,202.659,-1.095,-11.799
0.115,3.976,-9.984,202.636,-1.099,-11.834
0.120,3.965,-10.226,202.578,-1.103,-11.864
0.125,3.958,-10.437,202.489,-1.107,-11.887
0.130,3.958,-10.625,202.408,-1.111,-11.911
0.135,3.956,-10.799,202.368,-1.115,-11.934
0.140,3.961,-10.969,202.364,-1.119,-11.951
0.145,3.982,-11.137,202.399,-1.123,-11.956
0.150,4.019,-11.300,202.486,-1.125,-11.952
0.155,4.056,-11.450,202.620,-1.126,-11.941
0.160,4.069,-11.583,202.817,-1.125,-11.925
0.165,4.061,-11.684,203.107,-1.123,-11.900
0.170,4.053,-11.744,203.459,-1.118,-11.860
0.175,4.069,-11.766,203.830,-1.111,-11.807
0.180,4.106,-11.755,204.201,-1.100,-11.745
0.185,4.134,-11.717,204.542,-1.086,-11.674
0.190,4.133,-11.651,204.821,-1.070,-11.589
0.195,4.135,-11.547,205.035,-1.052,-11.486
0.200,4.206,-11.399,205.168,-1.031,-11.369
0.205,4.394,-11.205,205.214,-1.005,-11.242
0.210,4.672,-10.958,205.164,-0.975,-11.110
0.215,4.983,-10.640,205.020,-0.941,-10.967
0.220,5.295,-10.235,204.777,-0.902,-10.806
0.225,5.612,-9.740,204.494,-0.856,-10.624
0.230,5.923,-9.157,204.221,-0.798,-10.432
0.235,6.179,-8.494,203.982,-0.731,-10.251
0.240,6.347,-7.762,203.796,-0.657,-10.065
0.245,6.429,-6.979,203.702,-0.571,-9.853
0.250,6.414,-6.155,203.753,-0.470,-9.625
0.255,6.243,-5.312,204.032,-0.355,-9.403
0.260,5.887,-4.454,204.601,-0.239,-9.180
0.265,5.426,-3.580,205.482,-0.124,-8.958
0.270,5.046,-2.702,206.707,-0.008,-8.724
0.275,4.852,-1.846,208.337,0.111,-8.468
0.280,4.747,-1.057,210.435,0.223,-8.220
0.285,4.554,-0.370,213.014,0.317,-7.994
0.290,4.268,0.240,216.047,0.390,-7.784
