Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
33.907,0.174,0.100,40.065,0.205,0.125,0.846,3.817,195.000,76.517,-2.994,104.818,5.205,-50.051,130.030,0.667,-250.064,1.282,0.275,2.235,3.593,0.125,0.005,305.878,1.569,450.633,2.311,0.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.033,2159.709,5.420,1.807,1732.045,6.769,36.680,-1.773,80.198,-2.650,1.000,15.217,8.943,210.428,1.323,0.933,-254.072,-2.750,13.000,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,1.771,-2.841,204.104,-14.165,20.982
0.005,1.843,-2.996,202.826,-14.243,20.928
0.010,2.158,-3.110,202.648,-14.365,20.892
0.015,1.979,-2.445,201.950,-14.389,21.080
0.020,1.776,-1.934,202.526,-14.408,21.218
0.025,2.032,-1.910,204.208,-14.489,21.159
0.030,2.262,-2.562,203.314,-14.589,20.894
0.035,1.810,-2.722,201.015,-14.502,20.846
0.040,0.683,2.030,199.916,-14.099,22.512
0.045,0.565,2.013,200.779,-14.073,22.586
0.050,0.479,2.091,201.165,-14.057,22.615
0.055,0.393,2.218,201.497,-14.043,22.645
0.060,0.297,2.361,201.804,-14.027,22.671
0.065,0.177,2.498,202.062,-14.013,22.703
0.070,0.028,2.624,202.333,-14.000,22.730
0.075,-0.139,2.744,202.621,-13.987,22.753
0.080,-0.305,2.870,202.889,-13.978,22.782
0.085,-0.454,3.020,203.162,-13.969,22.806
0.090,-0.594,3.194,203.424,-13.962,22.825
0.095,-0.731,3.397,203.677,-13.957,22.841
0.100,-0.849,3.623,203.902,-13.956,22.864
0.105,-0.936,3.874,204.165,-13.955,22.878
0.110,-0.984,4.132,204.403,-13.955,22.893
0.115,-0.999,4.379,204.610,-13.957,22.907
0.120,-0.991,4.610,204.808,-13.958,22.920
0.125,-0.960,4.833,204.980,-13.964,22.932
0.130,-0.890,5.063,205.128,-13.973,22.945
0.135,-0.774,5.311,205.236,-13.983,22.958
0.140,-0.637,5.594,205.344,-13.994,22.964
0.145,-0.497,5.906,205.409,-14.010,22.970
0.150,-0.365,6.242,205.462,-14.029,22.971
0.155,-0.235,6.583,205.517,-14.051,22.968
0.160,-0.095,6.903,205.551,-14.075,22.962
0.165,0.054,7.188,205.552,-14.101,22.958
0.170,0.199,7.433,205.505,-14.129,22.955
0.175,0.331,7.637,205.399,-14.160,22.951
0.180,0.463,7.802,205.202,-14.193,22.946
0.185,0.613,7.940,204.950,-14.225,22.934
0.190,0.807,8.077,204.651,-14.260,22.921
0.195,1.048,8.231,204.301,-14.299,22.908
0.200,1.320,8.408,203.916,-14.343,22.891
0.205,1.598,8.599,203.521,-14.390,22.872
0.210,1.876,8.784,203.138,-14.442,22.848
0.215,2.157,8.955,202.799,-14.502,22.822
0.220,2.452,9.106,202.538,-14.571,22.789
0.225,2.773,9.213,202.351,-14.647,22.752
0.230,3.115,9.246,202.177,-14.730,22.713
0.235,3.473,9.195,202.015,-14.821,22.666
0.240,3.845,9.073,201.837,-14.917,22.614
0.245,4.225,8.910,201.625,-15.019,22.563
0.250,4.604,8.739,201.391,-15.126,22.510
0.255,4.989,8.566,201.176,-15.235,22.452
0.260,5.374,8.380,201.008,-15.343,22.387
0.265,5.742,8.173,200.889,-15.451,22.319
0.270,6.061,7.948,200.898,-15.560,22.252
0.275,6.330,7.727,201.117,-15.668,22.187
