Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
50.371,0.258,0.095,37.118,0.190,0.125,1.357,5.671,195.000,67.660,-0.420,92.684,-6.921,-11.379,128.031,0.657,-246.365,1.263,0.300,2.261,3.542,0.055,-0.005,312.937,1.605,444.289,2.278,0.360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.575,2180.701,5.521,1.713,1740.919,5.648,37.029,-3.575,79.833,-3.983,12.750,17.537,7.024,201.837,0.262,-1.040,-290.772,-89.177,20.000,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,0.548,-1.970,193.620,0.845,-10.382
0.005,1.811,-3.126,214.560,0.544,-10.537
0.010,1.296,-3.654,201.191,0.593,-10.963
0.015,1.111,-3.770,203.862,0.610,-11.097
0.020,0.873,-3.728,202.323,0.689,-11.185
0.025,0.945,-4.015,203.090,0.701,-11.360
0.030,0.929,-4.067,202.804,0.751,-11.467
0.035,0.749,-6.163,203.236,0.818,-12.065
0.040,0.955,-16.263,198.900,0.839,-14.676
0.045,0.964,-17.072,198.361,0.829,-14.844
0.050,0.958,-17.903,197.904,0.816,-15.018
0.055,0.934,-18.734,197.568,0.802,-15.194
0.060,0.921,-19.543,197.269,0.784,-15.353
0.065,0.961,-20.314,197.104,0.763,-15.502
0.070,1.068,-21.051,197.041,0.743,-15.641
0.075,1.229,-21.770,197.067,0.721,-15.765
0.080,1.417,-22.469,197.275,0.699,-15.877
0.085,1.615,-23.128,197.612,0.679,-15.979
0.090,1.829,-23.719,198.055,0.660,-16.065
0.095,2.060,-24.227,198.618,0.642,-16.136
0.100,2.299,-24.656,199.232,0.626,-16.199
0.105,2.531,-25.034,199.883,0.614,-16.252
0.110,2.735,-25.393,200.579,0.604,-16.297
0.115,2.896,-25.750,201.215,0.595,-16.336
0.120,3.030,-26.100,201.752,0.586,-16.369
0.125,3.162,-26.423,202.213,0.576,-16.393
0.130,3.299,-26.713,202.532,0.568,-16.406
0.135,3.428,-26.976,202.812,0.563,-16.415
0.140,3.498,-27.222,203.125,0.559,-16.422
0.145,3.483,-27.463,203.398,0.555,-16.422
0.150,3.412,-27.680,203.685,0.553,-16.416
0.155,3.326,-27.851,203.960,0.556,-16.397
0.160,3.249,-27.977,204.157,0.562,-16.361
0.165,3.167,-28.059,204.335,0.571,-16.311
0.170,3.056,-28.098,204.528,0.582,-16.253
0.175,2.921,-28.098,204.670,0.595,-16.184
0.180,2.821,-28.023,204.782,0.610,-16.096
0.185,2.812,-27.832,204.875,0.627,-15.983
0.190,2.898,-27.509,204.905,0.645,-15.836
0.195,3.044,-27.050,205.005,0.665,-15.660
0.200,3.210,-26.473,205.284,0.686,-15.464
0.205,3.387,-25.811,205.725,0.708,-15.249
