Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
53.141,0.273,0.140,42.651,0.219,0.195,1.246,5.983,195.000,67.365,-3.844,92.281,1.970,-44.610,141.971,0.728,-198.306,1.017,0.270,2.271,3.040,0.065,-0.010,300.875,1.543,394.443,2.023,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.381,1991.593,5.432,1.841,1720.536,6.033,30.243,-3.818,86.390,-1.437,12.750,17.065,8.373,206.067,2.266,-1.001,-219.263,-88.248,40.000,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,2.899,-1.014,201.897,-0.546,-9.544
0.005,3.400,-1.545,202.926,-0.689,-9.735
0.010,2.932,-1.534,198.779,-0.726,-9.896
0.015,3.739,-1.680,210.803,-0.832,-9.893
0.020,3.208,-1.280,203.256,-0.793,-9.793
0.025,2.828,-1.186,203.358,-0.709,-9.677
0.030,2.659,-1.625,202.945,-0.645,-9.793
0.035,2.709,-1.843,203.323,-0.672,-10.021
0.040,2.617,-1.841,203.497,-0.665,-10.041
0.045,2.580,-1.853,203.579,-0.662,-10.055
0.050,2.534,-1.870,203.639,-0.657,-10.074
0.055,2.482,-1.891,203.666,-0.654,-10.097
0.060,2.438,-1.917,203.746,-0.650,-10.125
0.065,2.422,-1.952,203.701,-0.648,-10.148
0.070,2.425,-1.985,203.719,-0.646,-10.181
0.075,2.443,-2.021,203.716,-0.644,-10.223
0.080,2.445,-2.065,203.711,-0.642,-10.261
0.085,2.433,-2.111,203.679,-0.640,-10.305
0.090,2.413,-2.166,203.673,-0.640,-10.355
0.095,2.397,-2.236,203.686,-0.636,-10.408
0.100,2.387,-2.323,203.588,-0.635,-10.458
0.105,2.380,-2.418,203.544,-0.632,-10.515
0.110,2.378,-2.522,203.452,-0.632,-10.570
0.115,2.377,-2.633,203.324,-0.632,-10.613
0.120,2.395,-2.736,203.166,-0.633,-10.656
0.125,2.431,-2.819,203.062,-0.636,-10.700
0.130,2.489,-2.882,202.921,-0.639,-10.734
0.135,2.561,-2.921,202.753,-0.648,-10.769
0.140,2.646,-2.934,202.679,-0.656,-10.810
0.145,2.745,-2.950,202.551,-0.668,-10.848
0.150,2.853,-2.982,202.379,-0.680,-10.889
0.155,2.980,-3.038,202.171,-0.698,-10.947
0.160,3.120,-3.136,201.946,-0.717,-11.013
0.165,3.283,-3.301,201.628,-0.740,-11.078
0.170,3.456,-3.533,201.332,-0.763,-11.160
0.175,3.623,-3.829,201.103,-0.788,-11.252
0.180,3.775,-4.190,200.857,-0.816,-11.343
0.185,3.909,-4.582,200.687,-0.843,-11.441
0.190,4.045,-4.991,200.620,-0.872,-11.544
0.195,4.185,-5.416,200.665,-0.899,-11.641
