Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
51.703,0.265,0.090,42.965,0.220,0.135,1.203,5.821,195.000,69.016,-5.225,94.542,5.482,-64.001,177.630,0.911,-247.734,1.270,0.280,2.523,3.406,0.035,0.010,314.426,1.612,416.426,2.136,0.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,1.140,-0.676,199.462,-0.928,-9.323
0.005,1.350,-0.741,199.914,-1.002,-9.331
0.010,1.371,-0.278,197.713,-1.054,-9.234
0.015,1.719,-0.642,207.785,-1.075,-9.231
0.020,0.635,-0.470,198.746,-0.906,-9.369
0.025,1.115,-0.861,200.196,-0.854,-9.485
0.030,0.868,-1.069,199.796,-0.785,-9.533
0.035,0.927,-0.975,199.966,-0.802,-9.488
0.040,1.501,-1.108,199.876,-0.866,-9.518
0.045,1.508,-1.116,199.741,-0.868,-9.516
0.050,1.509,-1.123,199.642,-0.871,-9.509
0.055,1.522,-1.122,199.545,-0.873,-9.526
0.060,1.554,-1.136,199.425,-0.873,-9.541
0.065,1.557,-1.162,199.329,-0.877,-9.550
0.070,1.530,-1.197,199.197,-0.879,-9.566
0.075,1.479,-1.243,199.111,-0.880,-9.593
0.080,1.443,-1.306,199.018,-0.880,-9.617
0.085,1.446,-1.383,198.850,-0.887,-9.642
0.090,1.500,-1.474,198.795,-0.891,-9.681
0.095,1.555,-1.587,198.733,-0.895,-9.711
0.100,1.589,-1.719,198.659,-0.898,-9.737
0.105,1.610,-1.859,198.670,-0.902,-9.775
0.110,1.638,-1.991,198.753,-0.908,-9.817
0.115,1.691,-2.122,198.791,-0.911,-9.845
0.120,1.757,-2.249,198.869,-0.914,-9.877
0.125,1.829,-2.370,199.060,-0.913,-9.912
0.130,1.875,-2.511,199.156,-0.916,-9.938
0.135,1.904,-2.648,199.273,-0.917,-9.964
0.140,1.924,-2.769,199.455,-0.916,-9.995
0.145,1.957,-2.889,199.543,-0.916,-10.023
0.150,2.028,-3.005,199.564,-0.917,-10.043
0.155,2.105,-3.110,199.600,-0.920,-10.071
0.160,2.173,-3.229,199.591,-0.920,-10.107
0.165,2.206,-3.376,199.520,-0.921,-10.144
0.170,2.217,-3.550,199.538,-0.922,-10.193
0.175,2.227,-3.764,199.559,-0.925,-10.254
0.180,2.251,-4.011,199.533,-0.925,-10.316
0.185,2.289,-4.279,199.582,-0.923,-10.383
0.190,2.331,-4.573,199.609,-0.920,-10.460
0.195,2.360,-4.890,199.642,-0.917,-10.538
0.200,2.373,-5.217,199.711,-0.912,-10.613
0.205,2.373,-5.538,199.746,-0.904,-10.691
0.210,2.370,-5.847,199.745,-0.896,-10.773
0.215,2.377,-6.146,199.716,-0.886,-10.848
0.220,2.369,-6.449,199.673,-0.878,-10.916
