Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
52.528,0.269,0.100,40.914,0.210,0.145,1.284,5.914,195.000,68.336,-1.182,93.612,-3.937,-33.363,155.092,0.795,-244.566,1.254,0.265,2.381,3.420,0.065,0.010,309.229,1.586,422.305,2.166,0.320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,-0.443,-10.111,225.554,-0.134,-11.953
0.005,2.247,-6.850,188.990,0.070,-12.191
0.010,0.641,-3.795,206.206,-0.230,-11.037
0.015,2.554,-2.057,203.207,-0.633,-10.534
0.020,3.017,-1.374,197.952,-0.859,-10.293
0.025,2.610,-1.225,203.255,-0.869,-10.227
0.030,2.677,-1.657,202.096,-0.913,-10.311
0.035,3.009,-3.220,200.150,-0.890,-10.727
0.040,3.118,-7.499,199.177,-0.818,-11.902
0.045,3.177,-7.904,199.391,-0.812,-11.994
0.050,3.246,-8.318,199.602,-0.808,-12.080
0.055,3.312,-8.739,199.786,-0.802,-12.167
0.060,3.395,-9.174,199.919,-0.798,-12.259
0.065,3.522,-9.630,200.003,-0.792,-12.354
0.070,3.687,-10.106,200.054,-0.784,-12.451
0.075,3.828,-10.599,200.084,-0.775,-12.542
0.080,3.867,-11.098,200.130,-0.764,-12.626
0.085,3.776,-11.596,200.244,-0.754,-12.709
0.090,3.596,-12.085,200.453,-0.744,-12.795
0.095,3.412,-12.574,200.774,-0.733,-12.877
0.100,3.285,-13.075,201.211,-0.721,-12.947
0.105,3.198,-13.587,201.760,-0.708,-13.006
0.110,3.116,-14.103,202.355,-0.696,-13.059
0.115,3.037,-14.605,202.900,-0.685,-13.115
0.120,3.023,-15.096,203.361,-0.674,-13.175
0.125,3.130,-15.594,203.690,-0.661,-13.231
0.130,3.346,-16.125,203.876,-0.645,-13.283
0.135,3.580,-16.677,203.926,-0.626,-13.336
0.140,3.736,-17.216,203.846,-0.608,-13.390
0.145,3.792,-17.702,203.635,-0.586,-13.443
0.150,3.793,-18.110,203.327,-0.562,-13.491
0.155,3.793,-18.443,203.025,-0.533,-13.529
0.160,3.791,-18.702,202.727,-0.502,-13.548
0.165,3.757,-18.881,202.427,-0.470,-13.546
0.170,3.688,-18.966,202.093,-0.436,-13.525
0.175,3.639,-18.963,201.700,-0.399,-13.476
0.180,3.669,-18.883,201.279,-0.356,-13.394
0.185,3.780,-18.728,200.859,-0.307,-13.286
0.190,3.907,-18.479,200.484,-0.253,-13.160
0.195,3.997,-18.114,200.127,-0.193,-13.002
