Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
52.853,0.271,0.210,42.677,0.219,0.105,1.238,5.951,195.000,60.356,-1.796,82.680,3.555,-3.564,172.744,0.886,-282.994,1.451,0.160,2.427,3.599,0.050,-0.085,300.463,1.541,418.831,2.148,0.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,0.192,-0.529,198.835,-0.263,-9.587
0.005,0.303,-0.421,196.457,-0.228,-9.643
0.010,0.813,-1.092,212.420,-0.297,-9.632
0.015,-0.182,-0.906,199.280,-0.201,-9.727
0.020,0.446,-0.472,200.501,-0.323,-9.581
0.025,0.671,-0.340,199.682,-0.407,-9.454
0.030,0.699,-0.409,199.127,-0.447,-9.416
0.035,2.250,-3.667,200.344,-0.649,-10.277
0.040,2.599,-4.113,201.024,-0.669,-10.353
0.045,2.711,-4.272,201.123,-0.673,-10.376
0.050,2.780,-4.439,201.212,-0.675,-10.395
0.055,2.818,-4.629,201.310,-0.673,-10.419
0.060,2.839,-4.854,201.381,-0.669,-10.451
0.065,2.844,-5.102,201.465,-0.663,-10.489
0.070,2.822,-5.354,201.552,-0.655,-10.525
0.075,2.787,-5.596,201.612,-0.643,-10.550
0.080,2.771,-5.808,201.685,-0.628,-10.568
0.085,2.816,-5.984,201.832,-0.612,-10.584
0.090,2.942,-6.139,201.981,-0.592,-10.597
0.095,3.127,-6.293,202.100,-0.566,-10.605
0.100,3.329,-6.464,202.225,-0.533,-10.610
0.105,3.517,-6.665,202.295,-0.495,-10.606
0.110,3.700,-6.889,202.299,-0.452,-10.598
0.115,3.879,-7.122,202.219,-0.402,-10.591
0.120,4.049,-7.353,201.984,-0.341,-10.589
0.125,4.159,-7.571,201.520,-0.270,-10.591
0.130,4.161,-7.741,200.915,-0.189,-10.587
0.135,4.044,-7.824,200.141,-0.104,-10.575
0.140,3.856,-7.799,199.152,-0.008,-10.546
0.145,3.643,-7.660,198.122,0.105,-10.504
0.150,3.410,-7.425,197.028,0.231,-10.452
0.155,3.151,-7.108,195.949,0.364,-10.371
0.160,2.853,-6.707,195.021,0.500,-10.242
0.165,2.538,-6.216,194.295,0.643,-10.068
0.170,2.221,-5.644,193.814,0.796,-9.864
0.175,1.901,-4.979,193.735,0.949,-9.625
0.180,1.583,-4.214,194.309,1.091,-9.347
0.185,1.284,-3.366,195.787,1.227,-9.044
0.190,0.975,-2.450,198.384,1.360,-8.770
0.195,0.616,-1.538,202.157,1.477,-8.572
