Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
48.588,0.249,0.105,37.596,0.193,0.155,1.292,5.470,195.000,66.171,-2.338,90.645,2.588,-22.113,144.982,0.743,-218.964,1.123,0.265,2.323,3.220,0.060,-0.005,307.973,1.579,408.879,2.097,0.330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,1.671,-3.472,201.280,-0.614,-10.315
0.005,1.871,-3.165,201.284,-0.672,-10.175
0.010,1.773,-2.876,200.599,-0.633,-10.006
0.015,1.855,-2.547,201.099,-0.638,-9.851
0.020,1.789,-2.401,201.209,-0.579,-9.701
0.025,1.206,-2.100,200.953,-0.363,-9.505
0.030,0.901,-2.031,201.571,-0.235,-9.449
0.035,0.642,-2.794,200.838,-0.132,-9.665
0.040,0.902,-3.427,201.890,-0.170,-9.776
0.045,0.891,-3.506,201.852,-0.170,-9.797
0.050,0.885,-3.579,201.827,-0.170,-9.819
0.055,0.882,-3.645,201.805,-0.170,-9.841
0.060,0.886,-3.704,201.782,-0.171,-9.860
0.065,0.893,-3.756,201.751,-0.172,-9.878
0.070,0.908,-3.802,201.710,-0.174,-9.894
0.075,0.933,-3.842,201.657,-0.176,-9.906
0.080,0.971,-3.873,201.584,-0.179,-9.918
0.085,1.023,-3.896,201.497,-0.183,-9.929
0.090,1.085,-3.914,201.402,-0.187,-9.938
0.095,1.143,-3.935,201.296,-0.191,-9.945
0.100,1.192,-3.962,201.188,-0.194,-9.952
0.105,1.228,-4.003,201.092,-0.198,-9.959
0.110,1.254,-4.053,201.000,-0.202,-9.968
0.115,1.287,-4.110,200.900,-0.205,-9.980
0.120,1.329,-4.174,200.810,-0.207,-9.994
0.125,1.378,-4.251,200.730,-0.208,-10.010
0.130,1.413,-4.343,200.651,-0.208,-10.029
0.135,1.434,-4.446,200.583,-0.207,-10.052
0.140,1.444,-4.554,200.522,-0.206,-10.078
0.145,1.468,-4.659,200.449,-0.204,-10.107
0.150,1.509,-4.757,200.377,-0.202,-10.139
0.155,1.544,-4.852,200.323,-0.200,-10.171
0.160,1.555,-4.948,200.276,-0.198,-10.202
0.165,1.536,-5.046,200.239,-0.197,-10.235
0.170,1.514,-5.145,200.216,-0.196,-10.270
0.175,1.505,-5.251,200.205,-0.196,-10.304
0.180,1.513,-5.371,200.202,-0.195,-10.339
0.185,1.514,-5.512,200.226,-0.193,-10.372
0.190,1.487,-5.680,200.272,-0.191,-10.407
0.195,1.440,-5.872,200.312,-0.189,-10.444
