Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
49.386,0.253,0.105,39.091,0.200,0.165,1.263,5.560,195.000,66.218,-1.681,90.709,-0.191,-37.517,149.380,0.766,-218.094,1.118,0.255,2.313,3.316,0.065,0.005,301.633,1.547,428.562,2.198,0.315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,1.673,-3.163,203.041,0.640,-10.239
0.005,1.769,-3.036,201.208,0.616,-10.240
0.010,2.569,-3.449,201.008,0.447,-10.344
0.015,2.445,-3.580,201.361,0.488,-10.347
0.020,2.055,-3.468,201.449,0.648,-10.297
0.025,1.406,-3.328,201.247,0.819,-10.234
0.030,2.277,-5.955,201.022,0.753,-10.949
0.035,2.881,-10.719,200.775,0.615,-12.041
0.040,2.978,-11.078,200.978,0.612,-12.113
0.045,3.087,-11.459,201.094,0.606,-12.189
0.050,3.194,-11.866,201.125,0.605,-12.266
0.055,3.279,-12.296,201.136,0.603,-12.348
0.060,3.344,-12.736,201.157,0.601,-12.436
0.065,3.391,-13.168,201.217,0.597,-12.527
0.070,3.410,-13.582,201.316,0.594,-12.610
0.075,3.397,-13.978,201.478,0.594,-12.681
0.080,3.341,-14.370,201.690,0.593,-12.742
0.085,3.265,-14.767,202.003,0.595,-12.802
0.090,3.171,-15.170,202.416,0.593,-12.857
0.095,3.087,-15.557,202.884,0.594,-12.907
0.100,3.020,-15.908,203.359,0.593,-12.938
0.105,2.994,-16.195,203.739,0.595,-12.954
0.110,3.024,-16.425,204.097,0.595,-12.958
0.115,3.103,-16.613,204.359,0.596,-12.952
0.120,3.213,-16.772,204.600,0.598,-12.945
0.125,3.314,-16.902,204.802,0.601,-12.926
0.130,3.426,-16.997,204.908,0.610,-12.896
0.135,3.546,-17.051,204.938,0.620,-12.852
0.140,3.702,-17.065,204.913,0.640,-12.802
0.145,3.860,-17.048,204.826,0.661,-12.739
0.150,4.013,-16.999,204.620,0.691,-12.660
0.155,4.148,-16.916,204.426,0.728,-12.567
0.160,4.253,-16.792,204.141,0.776,-12.454
0.165,4.304,-16.611,203.804,0.834,-12.334
0.170,4.272,-16.339,203.482,0.895,-12.204
0.175,4.212,-15.975,203.158,0.965,-12.053
0.180,4.172,-15.544,202.828,1.043,-11.884
0.185,4.180,-15.074,202.610,1.134,-11.714
0.190,4.153,-14.590,202.560,1.230,-11.547
0.195,4.029,-14.085,202.605,1.333,-11.368
0.200,3.805,-13.504,202.878,1.446,-11.174
0.205,3.550,-12.812,203.409,1.571,-10.957
0.210,3.296,-12.012,204.183,1.704,-10.724
0.215,3.002,-11.126,205.230,1.837,-10.488
0.220,2.641,-10.204,206.661,1.973,-10.243
0.225,2.191,-9.307,208.625,2.114,-9.972
0.230,1.663,-8.445,211.179,2.256,-9.702
0.235,1.065,-7.568,214.468,2.381,-9.469
0.240,0.475,-6.623,218.377,2.483,-9.251
0.245,0.034,-5.598,222.701,2.569,-9.021
0.250,-0.123,-4.556,227.449,2.643,-8.792
0.255,0.025,-3.594,232.576,2.702,-8.591
0.260,0.329,-2.741,237.804,2.731,-8.428
0.265,0.707,-1.945,242.701,2.731,-8.279
0.270,1.223,-1.152,246.816,2.711,-8.094
0.275,2.042,-0.401,249.773,2.681,-7.848
0.280,3.198,0.196,251.445,2.633,-7.560
0.285,4.536,0.614,251.923,2.559,-7.271
0.290,5.816,1.006,251.212,2.456,-6.968
0.295,6.858,1.581,249.288,2.332,-6.606
0.300,7.695,2.500,246.363,2.189,-6.179
0.305,8.458,3.718,242.811,2.006,-5.713
0.310,9.264,5.063,239.051,1.802,-5.239
0.315,10.074,6.394,235.485,1.574,-4.763
0.320,10.750,7.708,232.363,1.333,-4.302
0.325,11.128,9.076,229.786,1.085,-3.840
0.330,11.129,10.517,227.840,0.837,-3.381
0.335,10.795,12.028,226.665,0.595,-2.968
0.340,10.209,13.520,226.301,0.376,-2.621
0.345,9.512,14.912,226.727,0.193,-2.333
0.350,8.861,16.135,227.952,0.052,-2.119
0.355,8.322,17.186,229.721,-0.053,-2.007
0.360,7.818,18.069,231.660,-0.132,-1.971
0.365,7.289,18.801,233.379,-0.184,-1.945
0.370,6.787,19.389,234.526,-0.209,-1.912
0.375,6.485,19.829,234.953,-0.216,-1.887
0.380,6.545,20.096,234.715,-0.215,-1.861
0.385,6.880,20.224,233.797,-0.214,-1.851
0.390,7.180,20.325,232.140,-0.213,-1.864
0.395,7.192,20.477,229.712,-0.210,-1.852
0.400,6.960,20.735,226.608,-0.204,-1.784
0.405,6.734,21.071,223.086,-0.200,-1.704
0.410,6.728,21.401,219.453,-0.196,-1.656
0.415,6.917,21.634,215.966,-0.191,-1.629
0.420,7.092,21.741,212.636,-0.186,-1.628
0.425,7.073,21.764,209.408,-0.181,-1.649
0.430,6.854,21.769,206.157,-0.178,-1.636
0.435,6.569,21.793,202.866,-0.172,-1.582
0.440,6.336,21.832,199.685,-0.164,-1.527
0.445,6.149,21.836,196.756,-0.153,-1.501
0.450,5.919,21.748,194.210,-0.144,-1.497
0.455,5.576,21.563,192.015,-0.129,-1.510
0.460,5.113,21.327,190.058,-0.110,-1.535
0.465,4.592,21.103,188.213,-0.088,-1.533
0.470,4.083,20.928,186.445,-0.069,-1.502
0.475,3.631,20.822,184.792,-0.053,-1.472
0.480,3.233,20.768,183.318,-0.032,-1.461
0.485,2.822,20.733,182.043,-0.010,-1.460
0.490,2.334,20.707,180.897,0.013,-1.473
0.495,1.740,20.697,179.713,0.034,-1.498
0.500,1.099,20.713,178.319,0.059,-1.504
0.505,0.473,20.747,176.660,0.086,-1.489
0.510,-0.122,20.772,174.734,0.115,-1.462
0.515,-0.731,20.752,172.637,0.146,-1.431
0.520,-1.405,20.665,170.428,0.177,-1.404
0.525,-2.110,20.529,168.128,0.210,-1.409
