Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
51.765,0.265,0.130,35.947,0.184,0.160,1.440,5.828,195.000,62.796,-2.760,86.021,3.923,-42.247,153.379,0.787,-197.298,1.012,0.245,2.364,2.849,0.050,-0.015,307.510,1.577,358.173,1.837,0.310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,1.122,0.138,203.415,-1.499,-9.837
0.005,1.290,0.073,203.823,-1.505,-9.855
0.010,1.057,0.059,203.617,-1.445,-9.848
0.015,0.955,0.095,204.382,-1.424,-9.806
0.020,1.212,0.086,203.770,-1.449,-9.832
0.025,1.337,0.239,203.710,-1.403,-9.715
0.030,0.708,0.234,203.964,-1.297,-9.709
0.035,1.556,-1.814,202.988,-1.440,-10.527
0.040,1.682,-2.042,202.989,-1.453,-10.612
0.045,1.810,-2.287,202.936,-1.467,-10.700
0.050,1.913,-2.558,202.839,-1.481,-10.794
0.055,1.989,-2.866,202.732,-1.496,-10.895
0.060,2.055,-3.219,202.627,-1.511,-11.006
0.065,2.128,-3.616,202.538,-1.527,-11.124
0.070,2.219,-4.050,202.451,-1.544,-11.248
0.075,2.324,-4.519,202.360,-1.564,-11.374
0.080,2.441,-5.021,202.262,-1.584,-11.497
0.085,2.570,-5.558,202.191,-1.604,-11.617
0.090,2.720,-6.129,202.195,-1.622,-11.741
0.095,2.897,-6.724,202.279,-1.637,-11.878
0.100,3.102,-7.326,202.408,-1.652,-12.022
0.105,3.329,-7.918,202.494,-1.664,-12.158
0.110,3.573,-8.486,202.505,-1.674,-12.279
0.115,3.822,-9.031,202.465,-1.681,-12.392
0.120,4.067,-9.567,202.447,-1.685,-12.512
0.125,4.302,-10.107,202.497,-1.687,-12.643
0.130,4.519,-10.655,202.596,-1.684,-12.779
0.135,4.701,-11.204,202.703,-1.679,-12.907
0.140,4.838,-11.747,202.769,-1.671,-13.024
0.145,4.921,-12.280,202.813,-1.660,-13.140
0.150,4.926,-12.806,202.878,-1.646,-13.251
0.155,4.820,-13.333,203.007,-1.625,-13.351
0.160,4.576,-13.864,203.252,-1.600,-13.439
0.165,4.199,-14.400,203.611,-1.570,-13.521
0.170,3.736,-14.941,204.053,-1.536,-13.600
0.175,3.256,-15.479,204.535,-1.500,-13.661
0.180,2.813,-16.003,205.028,-1.461,-13.690
0.185,2.427,-16.505,205.540,-1.422,-13.686
0.190,2.092,-16.977,206.125,-1.381,-13.662
0.195,1.807,-17.408,206.830,-1.339,-13.630
0.200,1.602,-17.778,207.610,-1.298,-13.591
0.205,1.530,-18.058,208.359,-1.257,-13.533
0.210,1.625,-18.224,208.990,-1.215,-13.441
0.215,1.833,-18.277,209.472,-1.167,-13.318
0.220,2.025,-18.231,209.853,-1.112,-13.182
0.225,2.092,-18.086,210.153,-1.052,-13.046
0.230,2.053,-17.816,210.327,-0.986,-12.909
0.235,2.030,-17.380,210.273,-0.911,-12.760
0.240,2.093,-16.760,209.901,-0.824,-12.588
0.245,2.170,-15.981,209.198,-0.728,-12.396
0.250,2.103,-15.091,208.202,-0.628,-12.189
0.255,1.834,-14.137,207.006,-0.524,-11.969
0.260,1.465,-13.132,205.713,-0.411,-11.732
0.265,1.139,-12.062,204.418,-0.293,-11.476
0.270,0.900,-10.914,203.185,-0.177,-11.204
0.275,0.678,-9.693,202.110,-0.066,-10.905
0.280,0.399,-8.430,201.371,0.040,-10.564
0.285,0.070,-7.156,201.233,0.141,-10.193
0.290,-0.239,-5.900,202.000,0.232,-9.833
0.295,-0.457,-4.654,203.791,0.305,-9.505
0.300,-0.551,-3.417,206.570,0.361,-9.209
0.305,-0.517,-2.223,210.210,0.407,-8.925
0.310,-0.388,-1.156,214.542,0.446,-8.661
0.315,-0.257,-0.315,219.368,0.475,-8.448
0.320,-0.192,0.314,224.356,0.491,-8.276
0.325,-0.147,0.827,229.091,0.497,-8.122
0.330,0.020,1.346,233.220,0.499,-7.952
0.335,0.407,1.941,236.620,0.498,-7.762
0.340,0.968,2.581,239.294,0.486,-7.581
0.345,1.563,3.187,241.276,0.458,-7.413
0.350,2.107,3.722,242.552,0.412,-7.242
0.355,2.674,4.224,243.046,0.351,-7.032
0.360,3.396,4.741,242.794,0.273,-6.773
0.365,4.287,5.297,241.953,0.176,-6.484
0.370,5.200,5.898,240.722,0.058,-6.176
0.375,5.950,6.552,239.246,-0.078,-5.860
0.380,6.452,7.303,237.587,-0.239,-5.519
0.385,6.764,8.224,235.785,-0.404,-5.164
0.390,6.972,9.356,233.838,-0.579,-4.789
0.395,7.092,10.681,231.757,-0.761,-4.413
