Analytics

Accel Impulse(lb*s),Accel Impulse Score(sec),Clawback(sec),Decel Impulse(lb*s),Decel Impulse Score(sec),Decel Width(sec),Impulse Ratio(ratio),Player Velo(mph),Player Weight(lb),Stride(in),Stride Angle(deg),Stride Ratio(%),X-Y Back(lb),X-Y Front(lb),Y Back(lb),Y Back Score(lb/lb),Y Front(lb),Y Front Score(lb/lb),Y Transfer(sec),YZ Back Score(lb/lb),YZ Front Score(lb/lb),YZ Transfer Back(sec),YZ Transfer Front(sec),Z Back(lb),Z Back Score(lb/lb),Z Front(lb),Z Front Score(lb/lb),Z Transfer(sec),Hip-Shoulder Separation(deg),Elbow Extension(deg),Shoulder Abduction(deg),Trunk Ant-Post Tilt(deg),Trunk Lateral Tilt(deg),Knee Extension - Foot Strike(deg),Knee Extension - Ball Release(deg),Chest Velocity(MPH),Trunk Velocity(MPH),Pelvis Velocity(MPH),Pitching Hand Velocity(MPH),Pitching Elbow Velocity(MPH),Lead Foot Velocity(MPH),Lead Knee Velocity(MPH),Elbow Extension Velocity(deg/s),Knee Extension Velocity(deg/s),Trunk Angular Velocity(deg/s),Pelvis Angular Velocity(deg/s),Pitch Speed(mph),Total Spin(rpm),Release Height(ft),Release Side(ft),Active Spin(rpm),Extension(ft),Gyro(deg),Horz Rel Angle(deg),Spin Efficiency(%),Vert Rel Angle(deg),Tilt(clock),I. Vert. Mov(in),Horz. Mov(in),Spin Axis(deg),Plate Height(ft),Plate Side(ft),Vert Appr Angle(deg),Horz Appr Angle(deg),Zone(zone),Radar Ball Speed(mph)
49.493,0.254,0.110,39.628,0.203,0.135,1.249,5.572,195.000,67.959,-0.359,93.094,-5.368,-25.712,143.973,0.738,-243.991,1.251,0.275,2.311,3.521,0.045,-0.005,306.732,1.573,442.606,2.270,0.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.044,2150.432,5.604,1.392,1637.665,5.425,40.399,-1.327,76.155,-2.226,12.750,15.871,5.712,199.773,1.744,0.624,-242.610,-10.454,7.000,NaN
Data

Time,Fx(lb),Fy(lb),Fz(lb),X(in),Y(in)
0.000,-2.474,-1.194,238.300,-0.463,-6.769
0.005,-0.118,-4.027,187.926,-0.348,-9.093
0.010,0.247,-5.352,207.548,-0.580,-9.826
0.015,-0.087,-5.818,203.252,-0.649,-10.443
0.020,-1.532,-5.914,202.359,-0.220,-10.788
0.025,-2.084,-5.596,202.055,0.061,-10.845
0.030,-2.034,-6.535,202.740,0.017,-11.077
0.035,-1.586,-13.255,201.848,-0.134,-12.567
0.040,-1.432,-13.700,201.848,-0.153,-12.647
0.045,-1.264,-14.112,201.815,-0.173,-12.728
0.050,-1.111,-14.502,201.760,-0.193,-12.812
0.055,-0.985,-14.894,201.624,-0.215,-12.898
0.060,-0.874,-15.290,201.549,-0.239,-12.995
0.065,-0.750,-15.693,201.506,-0.262,-13.101
0.070,-0.614,-16.116,201.479,-0.283,-13.204
0.075,-0.497,-16.565,201.525,-0.303,-13.307
0.080,-0.428,-17.039,201.633,-0.323,-13.418
0.085,-0.390,-17.540,201.770,-0.342,-13.528
0.090,-0.350,-18.055,201.932,-0.358,-13.633
0.095,-0.293,-18.562,202.081,-0.371,-13.728
0.100,-0.237,-19.055,202.221,-0.382,-13.812
0.105,-0.226,-19.527,202.375,-0.392,-13.881
0.110,-0.278,-19.980,202.505,-0.402,-13.937
0.115,-0.375,-20.416,202.699,-0.408,-13.991
0.120,-0.481,-20.840,202.955,-0.411,-14.036
0.125,-0.576,-21.256,203.223,-0.415,-14.070
0.130,-0.643,-21.648,203.541,-0.420,-14.099
0.135,-0.669,-22.002,203.878,-0.425,-14.118
0.140,-0.649,-22.316,204.157,-0.432,-14.122
0.145,-0.583,-22.589,204.437,-0.439,-14.117
0.150,-0.488,-22.822,204.743,-0.447,-14.114
0.155,-0.355,-23.019,205.015,-0.459,-14.101
0.160,-0.157,-23.173,205.280,-0.473,-14.076
0.165,0.136,-23.272,205.526,-0.488,-14.040
0.170,0.508,-23.342,205.712,-0.503,-13.985
0.175,0.897,-23.396,205.901,-0.516,-13.916
0.180,1.253,-23.434,206.146,-0.525,-13.841
0.185,1.588,-23.441,206.408,-0.534,-13.757
0.190,1.976,-23.394,206.644,-0.538,-13.655
0.195,2.442,-23.281,206.856,-0.533,-13.539
0.200,2.907,-23.109,206.994,-0.516,-13.410
0.205,3.238,-22.867,207.037,-0.491,-13.265
0.210,3.388,-22.518,207.047,-0.459,-13.104
0.215,3.471,-22.034,207.023,-0.417,-12.921
0.220,3.607,-21.427,207.001,-0.356,-12.713
0.225,3.765,-20.718,207.052,-0.275,-12.493
0.230,3.762,-19.909,207.161,-0.179,-12.264
0.235,3.483,-18.968,207.229,-0.074,-12.003
0.240,3.006,-17.863,207.215,0.046,-11.698
0.245,2.526,-16.590,207.159,0.183,-11.359
0.250,2.123,-15.199,207.063,0.334,-10.991
0.255,1.692,-13.735,206.975,0.489,-10.606
0.260,1.085,-12.217,207.031,0.646,-10.199
0.265,0.293,-10.666,207.462,0.804,-9.761
0.270,-0.554,-9.105,208.547,0.957,-9.315
0.275,-1.298,-7.544,210.674,1.094,-8.923
0.280,-1.833,-6.020,214.045,1.207,-8.593
0.285,-2.116,-4.669,218.590,1.298,-8.296
0.290,-2.171,-3.555,224.200,1.369,-8.061
0.295,-2.041,-2.577,230.523,1.415,-7.894
0.300,-1.727,-1.561,236.958,1.428,-7.744
0.305,-1.158,-0.410,242.977,1.415,-7.580
0.310,-0.238,0.826,248.197,1.380,-7.398
0.315,1.031,1.940,252.263,1.326,-7.175
0.320,2.498,2.798,255.036,1.248,-6.918
0.325,3.950,3.523,256.476,1.138,-6.656
0.330,5.282,4.343,256.493,0.996,-6.344
0.335,6.510,5.352,255.237,0.826,-5.933
0.340,7.664,6.505,253.101,0.620,-5.460
0.345,8.703,7.733,250.581,0.392,-4.996
0.350,9.493,8.997,248.043,0.141,-4.539
0.355,9.920,10.344,245.665,-0.120,-4.091
0.360,9.955,11.815,243.593,-0.383,-3.668
0.365,9.623,13.390,241.872,-0.638,-3.255
0.370,8.969,14.961,240.481,-0.873,-2.852
0.375,8.030,16.405,239.620,-1.077,-2.520
0.380,6.915,17.610,239.389,-1.242,-2.276
0.385,5.836,18.499,239.684,-1.362,-2.089
0.390,4.996,19.107,240.354,-1.441,-1.978
0.395,4.399,19.543,241.147,-1.487,-1.953
0.400,3.896,19.912,241.624,-1.509,-1.936
0.405,3.382,20.264,241.509,-1.508,-1.889
0.410,2.897,20.610,240.860,-1.491,-1.859
0.415,2.616,20.899,239.694,-1.466,-1.842
0.420,2.630,21.090,238.126,-1.440,-1.833
0.425,2.775,21.214,236.254,-1.415,-1.850
0.430,2.794,21.294,233.998,-1.393,-1.868
0.435,2.603,21.357,231.400,-1.375,-1.834
0.440,2.342,21.414,228.607,-1.362,-1.779
0.445,2.233,21.443,225.844,-1.353,-1.763
0.450,2.361,21.389,223.263,-1.346,-1.768
0.455,2.603,21.224,220.872,-1.337,-1.785
0.460,2.738,20.978,218.579,-1.328,-1.825
0.465,2.648,20.700,216.135,-1.324,-1.857
0.470,2.402,20.453,213.436,-1.322,-1.854
0.475,2.176,20.265,210.553,-1.320,-1.827
0.480,2.075,20.116,207.598,-1.316,-1.807
0.485,2.050,19.968,204.695,-1.315,-1.800
0.490,1.970,19.798,201.900,-1.319,-1.814
0.495,1.763,19.625,199.201,-1.324,-1.848
0.500,1.493,19.466,196.534,-1.333,-1.859
0.505,1.281,19.332,193.898,-1.348,-1.835
0.510,1.207,19.232,191.429,-1.369,-1.805
0.515,1.226,19.157,189.184,-1.392,-1.787
0.520,1.237,19.107,187.211,-1.413,-1.794
0.525,1.166,19.096,185.536,-1.434,-1.813
0.530,1.028,19.129,184.081,-1.456,-1.833
0.535,0.880,19.206,182.726,-1.475,-1.838
0.540,0.743,19.322,181.379,-1.489,-1.828
0.545,0.593,19.464,180.005,-1.502,-1.828
0.550,0.386,19.604,178.594,-1.513,-1.832
0.555,0.102,19.720,177.094,-1.522,-1.836
0.560,-0.230,19.810,175.502,-1.528,-1.842
0.565,-0.558,19.880,173.785,-1.532,-1.849
0.570,-0.852,19.937,171.908,-1.541,-1.847
0.575,-1.111,19.983,169.894,-1.554,-1.826
0.580,-1.356,20.020,167.793,-1.563,-1.824
0.585,-1.607,20.038,165.607,-1.570,-1.835
0.590,-1.870,20.038,163.297,-1.578,-1.833
0.595,-2.129,20.030,160.966,-1.586,-1.834
0.600,-2.361,20.027,158.532,-1.589,-1.829
0.605,-2.570,20.034,155.962,-1.587,-1.815
0.610,-2.792,20.050,153.337,-1.579,-1.809
0.615,-3.072,20.072,150.602,-1.567,-1.808
0.620,-3.418,20.091,147.717,-1.550,-1.802
0.625,-3.810,20.110,144.755,-1.525,-1.792
0.630,-4.241,20.126,141.680,-1.493,-1.783
0.635,-4.724,20.126,138.450,-1.456,-1.764
0.640,-5.291,20.112,135.183,-1.420,-1.742
0.645,-5.924,20.089,131.926,-1.383,-1.720
0.650,-6.553,20.047,128.756,-1.344,-1.682
0.655,-7.112,19.984,125.783,-1.305,-1.650
0.660,-7.567,19.910,122.992,-1.273,-1.635
0.665,-7.919,19.837,120.421,-1.245,-1.635
0.670,-8.169,19.785,118.061,-1.221,-1.634
0.675,-8.307,19.764,115.823,-1.202,-1.617
0.680,-8.311,19.761,113.742,-1.181,-1.596
0.685,-8.197,19.776,111.765,-1.157,-1.580
0.690,-8.005,19.822,109.712,-1.126,-1.580
0.695,-7.769,19.911,107.566,-1.082,-1.606
0.700,-7.535,20.035,105.283,-1.023,-1.614
0.705,-7.345,20.150,102.769,-0.953,-1.568
0.710,-7.240,20.231,100.148,-0.866,-1.514
0.715,-7.233,20.284,97.530,-0.761,-1.473
0.720,-7.294,20.320,94.935,-0.645,-1.439
0.725,-7.374,20.370,92.522,-0.523,-1.425
0.730,-7.511,20.465,90.488,-0.394,-1.396
0.735,-7.803,20.619,88.905,-0.265,-1.313
0.740,-8.270,20.853,87.889,-0.148,-1.232
0.745,-8.791,21.185,87.545,-0.055,-1.228
0.750,-9.175,21.583,87.945,0.009,-1.258
0.755,-9.323,21.995,89.160,0.045,-1.246
0.760,-9.288,22.403,91.180,0.049,-1.213
0.765,-9.183,22.826,93.877,0.017,-1.219
0.770,-8.995,23.304,97.028,-0.047,-1.285
0.775,-8.572,23.846,100.470,-0.128,-1.372
0.780,-7.808,24.410,104.027,-0.214,-1.423
0.785,-6.767,24.932,107.442,-0.304,-1.435
0.790,-5.624,25.363,110.439,-0.389,-1.456
0.795,-4.512,25.698,112.770,-0.462,-1.525
0.800,-3.443,25.953,114.220,-0.516,-1.602
0.805,-2.343,26.128,114.680,-0.546,-1.615
0.810,-1.178,26.210,114.192,-0.547,-1.574
0.815,-0.021,26.180,112.873,-0.523,-1.513
0.820,0.996,26.044,110.879,-0.468,-1.463
0.825,1.787,25.852,108.545,-0.385,-1.441
0.830,2.336,25.682,106.104,-0.278,-1.401
0.835,2.664,25.622,103.831,-0.144,-1.349
0.840,2.766,25.735,101.869,0.009,-1.289
0.845,2.580,26.053,100.446,0.169,-1.243
0.850,2.044,26.561,99.941,0.312,-1.215
0.855,1.215,27.243,100.371,0.438,-1.167
0.860,0.289,28.090,102.002,0.529,-1.175
0.865,-0.494,29.091,104.883,0.582,-1.209
0.870,-0.993,30.229,109.050,0.587,-1.246
0.875,-1.186,31.515,114.475,0.545,-1.281
0.880,-1.091,32.968,121.255,0.467,-1.310
0.885,-0.696,34.609,129.296,0.368,-1.374
0.890,0.067,36.411,138.197,0.258,-1.459
0.895,1.189,38.370,147.811,0.147,-1.609
0.900,2.541,40.492,157.733,0.048,-1.741
0.905,3.842,42.788,167.480,-0.020,-1.812
0.910,4.806,45.228,176.739,-0.057,-1.864
0.915,5.256,47.759,185.312,-0.074,-1.910
0.920,5.201,50.334,193.110,-0.071,-1.965
0.925,4.814,52.880,200.103,-0.048,-1.992
0.930,4.310,55.414,206.404,0.002,-2.006
0.935,3.754,57.952,212.077,0.065,-2.020
0.940,3.083,60.488,217.054,0.140,-2.044
0.945,2.177,63.036,221.454,0.216,-2.082
0.950,1.063,65.646,225.381,0.301,-2.099
0.955,-0.130,68.273,228.898,0.391,-2.105
0.960,-1.255,70.845,231.984,0.486,-2.115
